isbn,authors,original_publication_year,original_title,average_rating,image_url
375866590,Rachel Cohn, David Levithan,2010,Dash & Lily's Book of Dares,3.82,https://images.gr-assets.com/books/1327874609m/7741325.jpg
552152951,Terry Pratchett,1991,Reaper Man,4.27,https://images.gr-assets.com/books/1389211958m/34517.jpg
749932775,Nora Roberts,2001,Dance Upon The Air,4.19,https://images.gr-assets.com/books/1263843885m/59829.jpg
345335708,David Eddings,1984,Castle of Wizardry,4.16,https://images.gr-assets.com/books/1421711682m/645023.jpg
451233166,J.R. Ward,2011,Lover Avenged, part two,4.28,https://images.gr-assets.com/books/1289343390m/8492319.jpg
142404128,Roald Dahl, Quentin Blake,1972,Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire,3.64,https://images.gr-assets.com/books/1309211607m/6687.jpg
60266864,Laura Joffe Numeroff, Felicia Bond,1998,If You Give a Pig a Pancake ,4.23,https://images.gr-assets.com/books/1384260096m/826585.jpg
385733410,Libba Bray,2005,Rebel Angels,3.98,https://images.gr-assets.com/books/1333820283m/51428.jpg
038533916X,Karen Marie Moning,2007,Bloodfever,4.3,https://images.gr-assets.com/books/1302566396m/344262.jpg
385341636,Karen Marie Moning,2008,Faefever,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
159474758X,Ransom Riggs,2015,Library of Souls ,4.15,https://images.gr-assets.com/books/1472783347m/24120519.jpg
486424545,E.M. Forster,1910,Howards End,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1423160916,Rick Riordan,2015,The Sword of Summer,4.26,https://images.gr-assets.com/books/1434701340m/15724396.jpg
140439242,Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel,1850,Le Vicomte de Bragelonne, ou Dix ans plus tard,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
143039989,Shirley Jackson, Laura   Miller,1959,The Haunting οf Hill House,3.89,https://images.gr-assets.com/books/1327871336m/89717.jpg
60885432,Laura Ingalls Wilder, Garth Williams,1941,Little Town on the Prairie,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312181108,Dodie Smith,1948,I Capture the Castle,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1905654871,P.C. Cast, Kristin Cast,2011,Destined,4.04,https://images.gr-assets.com/books/1406962311m/7933617.jpg
312383282,Janet Evanovich,2009,Finger Lickin' Fifteen,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
044101819X,Patricia Briggs,2010,Silver Borne,4.38,https://images.gr-assets.com/books/1258762890m/6587387.jpg
6486010,Robin Hobb,2001,Fool's Errand,4.29,https://images.gr-assets.com/books/1360508839m/68488.jpg
399167838,Marie Lu,2014,The Young Elites,3.93,https://images.gr-assets.com/books/1407318399m/20821111.jpg
515126772,Nora Roberts,1999,Jewels of the Sun,4.22,https://images.gr-assets.com/books/1388194052m/59810.jpg
078684907X,Dave Barry, Ridley Pearson, Greg Call,2004,Peter and the Starcatchers,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
679735909,A.S. Byatt,1990,Possession,3.88,https://images.gr-assets.com/books/1391124124m/41219.jpg
1423102282,Melissa de la Cruz,2008,Revelations,3.89,https://images.gr-assets.com/books/1322343073m/2753843.jpg
671685635,Peter Straub,1979,Ghost Story,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
64410153,Lemony Snicket, Brett Helquist,2005,The Penultimate Peril,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
64410161,Lemony Snicket, Brett Helquist,2006,The End,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
60775823,Margaret Wise Brown, Clement Hurd,1942,The Runaway Bunny,4.14,https://images.gr-assets.com/books/1468816103m/58922.jpg
452277752,Richard Bachman, Stephen King,1985,The Bachman Books,4.1,https://images.gr-assets.com/books/1374049003m/10617.jpg
345434803,Anne Rice,1998,The Vampire Armand,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
054762834X,Robin LaFevers,2012,Grave Mercy,3.92,https://images.gr-assets.com/books/1320269319m/9565548.jpg
1903434777,Cornelia Funke,2000,Herr der Diebe,3.95,https://images.gr-assets.com/books/1327960342m/113304.jpg
446692654,James Patterson,1996,Jack & Jill,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
446364495,Robert James Waller,1992,The Bridges of Madison County,3.51,https://images.gr-assets.com/books/1344267141m/83674.jpg
593057058,Lee Child,2009,Gone Tomorrow,4.17,https://images.gr-assets.com/books/1328395497m/4494917.jpg
385735294,Michael Scott,2009,The Sorceress,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
545060397,Rick Riordan,2008,The Maze of Bones ,3.83,https://images.gr-assets.com/books/1385117877m/2921082.jpg
28610105,Mark Bittman,1998,How to Cook Everything: Simple Recipes for Great Food,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
486234118,Wassily Kandinsky,1912,Über das Geistige in der Kunst,3.81,https://images.gr-assets.com/books/1405982387m/857502.jpg
375757856,Wilkie Collins, Carolyn G. Heilbrun,1868,The Moonstone,3.9,https://images.gr-assets.com/books/1403192382m/6138.jpg
"449223604,Sue Grafton,1996,""M"" is for Malice,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png"
618062416,Patricia MacLachlan,1985,Sarah, Plain and Tall,3.72,https://images.gr-assets.com/books/1327254558m/106264.jpg
62491792,Ann Patchett,2016,Commonwealth,3.84,https://images.gr-assets.com/books/1483278132m/28214365.jpg
1423102266,Melissa de la Cruz,2009,The Van Alen Legacy ,3.95,https://images.gr-assets.com/books/1343251719m/6267237.jpg
670175919,Robert McCloskey,1948,Blueberries for Sal,4.18,https://images.gr-assets.com/books/1363586056m/133526.jpg
743289412,Stephen King,2006,Lisey's Story,3.65,https://images.gr-assets.com/books/1316346037m/10566.jpg
61092193,Terry Pratchett,1993,Men at Arms,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553381660,Jean M. Auel,1982,The Valley of Horses,3.98,https://images.gr-assets.com/books/1324059760m/40493.jpg
192750976,Beverly Cleary,1968,Ramona the Pest,4.04,https://images.gr-assets.com/books/1408926719m/78039.jpg
1416974512,L.J. Smith,2008,Night World, No. 2,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553375938,Ann Brashares,2005,Girls in Pants: The Third Summer of the Sisterhood,3.82,https://images.gr-assets.com/books/1320473346m/5452.jpg
1841492612,Robert Jordan,2004,New Spring,4.01,https://images.gr-assets.com/books/1328959234m/187065.jpg
763625892,Kate DiCamillo, Bagram Ibatoulline,2000,The Miraculous Journey of Edward Tulane,4.34,https://images.gr-assets.com/books/1361121815m/37186.jpg
439771277,Karen Hesse,1997,Out of the Dust,3.73,https://images.gr-assets.com/books/1328867076m/25346.jpg
60851988,Meg Cabot,2006,Queen of Babble,3.71,https://images.gr-assets.com/books/1371049249m/23219.jpg
1405258217,Elizabeth Wein,2012,Code Name Verity,4.08,https://images.gr-assets.com/books/1388161911m/11925514.jpg
425201449,Patricia Cornwell,1994,The Body Farm,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
60845546,Meg Cabot,2002,The Boy Next Door (Boy #1),3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61345660,Anna Godbersen,2007,The Luxe,3.63,https://images.gr-assets.com/books/1323438343m/1254951.jpg
072325804X,Beatrix Potter,1986,The Complete Tales of Beatrix Potter,4.36,https://images.gr-assets.com/books/1355114621m/19330.jpg
1594634718,Elizabeth Gilbert,2015,Big Magic: Creative Living Beyond Fear,3.9,https://images.gr-assets.com/books/1451446242m/24453082.jpg
373772467,Gena Showalter,2008,The Darkest Night,4.09,https://images.gr-assets.com/books/1322237965m/476543.jpg
552154288,Terry Pratchett,1996,Hogfather,4.22,https://images.gr-assets.com/books/1416342611m/34532.jpg
425204669,Laurell K. Hamilton,1994,The Laughing Corpse,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7158505,Dr. Seuss,1961,The Sneetches and Other Stories,4.31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
525425632,Stephanie Perkins,2014,Isla and the Happily Ever After,4.1,https://images.gr-assets.com/books/1362064564m/9627755.jpg
441014895,Ilona Andrews,2007,Magic Bites,4.07,https://images.gr-assets.com/books/1331612872m/38619.jpg
61020672,Terry Pratchett,1988,Sourcery,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
144242673X,Jenny Han,2015,P.S. I Still Love You,4.17,https://images.gr-assets.com/books/1422881430m/20698530.jpg
765376458,V.E. Schwab, Victoria Schwab,2015,A Darker Shade of Magic,4.07,https://images.gr-assets.com/books/1400322851m/22055262.jpg
805080481,Lloyd Alexander,1964,The Book of Three,4.0,https://images.gr-assets.com/books/1405184012m/24780.jpg
441016154,Patricia Briggs,2008,Cry Wolf,4.11,https://images.gr-assets.com/books/1310494063m/2355575.jpg
689829531,Ian Falconer,2000,Olivia,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61284394,Claudia Gray,2008,Evernight,3.64,https://images.gr-assets.com/books/1306376600m/2722413.jpg
452286530,Karen Joy Fowler,2004,The Jane Austen Book Club,3.07,https://images.gr-assets.com/books/1309282966m/2152.jpg
739377728,Janet Evanovich,2009,Sizzling Sixteen,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
62301233,Ashlee Vance,2015,Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future,4.25,https://images.gr-assets.com/books/1404411386m/22543496.jpg
1452440026,Rebecca Donovan,2012,Barely Breathing,4.33,https://images.gr-assets.com/books/1347885288m/13454149.jpg
031620157X,Chris Colfer, Brandon Dorman,2012,The Wishing Spell (The Land of Stories, #1),4.21,https://images.gr-assets.com/books/1326920505m/11607446.jpg
743493915,Patricia Cornwell,1991,Body of Evidence ,4.0,https://images.gr-assets.com/books/1341835877m/132336.jpg
60887370,Sara Shepard,2007,Perfect,4.02,https://images.gr-assets.com/books/1363681820m/1651302.jpg
1939045010,Jessica Sorensen,2012,The Secret of Ella and Micha,4.01,https://images.gr-assets.com/books/1365638597m/15717876.jpg
345522478,Kevin Hearne,2011,Hounded,4.12,https://images.gr-assets.com/books/1327883998m/9533378.jpg
1442435003,Morgan Matson,2014,Since You've Been Gone,4.19,https://images.gr-assets.com/books/1377702326m/18189606.jpg
1619636077,Sarah J. Maas,2016,Empire of Storms,4.58,https://images.gr-assets.com/books/1463107108m/28260587.jpg
671869205,David McCullough,1992,Truman,4.15,https://images.gr-assets.com/books/1364681969m/2279.jpg
62392174,Kiera Cass,2016,The Crown,3.8,https://images.gr-assets.com/books/1446759650m/26074181.jpg
312367481,Arlene Mosel, Blair Lent,1968,Tikki Tikki Tembo,4.21,https://images.gr-assets.com/books/1317064300m/551876.jpg
1416974504,L.J. Smith,2008,Night World, No. 1,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1451533969,Tina Reber,2010,Love Unscripted (Love, #1),4.04,https://images.gr-assets.com/books/1327889844m/8204005.jpg
60987529,Gregory Maguire,1999,Confessions of an Ugly Stepsister,3.51,https://images.gr-assets.com/books/1338457460m/18943.jpg
1442468351,Cassandra Clare,2016,Lady Midnight,4.47,https://images.gr-assets.com/books/1460477682m/25494343.jpg
1905294719,Cornelia Funke,2007,Tintentod,3.93,https://images.gr-assets.com/books/1327341991m/2325825.jpg
61668036,Aprilynne Pike,2009,Wings ,3.75,https://images.gr-assets.com/books/1327983077m/5056084.jpg
142408808,Judy Blume,1980,Superfudge,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
735221081,Shari Lapena,2016,The Couple Next Door,3.74,https://images.gr-assets.com/books/1471502242m/28815474.jpg
61996181,Cynthia Hand,2012,Hallowed,4.15,https://images.gr-assets.com/books/1332883896m/11563110.jpg
425201376,Laurell K. Hamilton,1996,The Lunatic Cafe,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1906427135,Lucy Christopher,2009,Stolen: A Letter to My Captor,3.93,https://images.gr-assets.com/books/1311064295m/6408862.jpg
451235843,J.R. Ward,2012,Lover Reborn,4.35,https://images.gr-assets.com/books/1319144072m/10993282.jpg
380800829,Julia Quinn,2000,The Duke and I,4.11,https://images.gr-assets.com/books/1379594717m/110391.jpg
1607066920,Brian K. Vaughan, Fiona Staples,2013,Saga, Volume Two,4.57,https://images.gr-assets.com/books/1486028954m/17131869.jpg
1250060559,Marissa Meyer,2015,Fairest,4.02,https://images.gr-assets.com/books/1460846345m/22489107.jpg
330493744,Jacqueline Carey,2001,Kushiel's Dart,4.04,https://images.gr-assets.com/books/1328168291m/153008.jpg
345527712,Janet Evanovich,2011,Explosive Eighteen,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
373210361,Julie Kagawa,2011,The Iron Knight,4.23,https://images.gr-assets.com/books/1375920888m/9659607.jpg
385729367,Ann Brashares,2007,Forever in Blue: The Fourth Summer of the Sisterhood,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
61583219,Jeaniene Frost,2009,Destined for an Early Grave,4.34,https://images.gr-assets.com/books/1315175949m/5604848.jpg
64472779,Meg Cabot,2002,All-American Girl,3.73,https://images.gr-assets.com/books/1291882422m/19448.jpg
316002895,James Patterson,2009,Max ,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312656262,Alexandra Adornetto,2010,Halo,3.67,https://images.gr-assets.com/books/1278885735m/7778981.jpg
61583073,Jeaniene Frost,2008,At Grave's End,4.31,https://images.gr-assets.com/books/1448167943m/3570231.jpg
64404773,Robin McKinley,1978,Beauty: A Retelling of the Story of Beauty and the Beast,4.05,https://images.gr-assets.com/books/1294192311m/41424.jpg
60577363,Angie Sage, Mark Zug,2006,Flyte,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
62026488,Rae Carson,2011,The Girl of Fire and Thorns,3.81,https://images.gr-assets.com/books/1323448113m/10429092.jpg
312650086,Ann Aguirre,2011,Enclave,3.92,https://images.gr-assets.com/books/1327877657m/7137327.jpg
425205673,Laurell K. Hamilton,1996,Bloody Bones,4.1,https://images.gr-assets.com/books/1304126691m/30241.jpg
006057299X,Kim Harrison,2005,Every Which Way But Dead,4.29,https://images.gr-assets.com/books/1347819379m/30263.jpg
64408671,E.B. White, Fred Marcellino,1970,The Trumpet of the Swan,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1423116380,Ally Carter,2009,Don't Judge a Girl by Her Cover,4.2,https://images.gr-assets.com/books/1359827132m/5267365.jpg
60885416,Laura Ingalls Wilder, Garth Williams,1939,By the Shores of Silver Lake,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1501110349,Colleen Hoover,2015,November 9,4.41,https://images.gr-assets.com/books/1447138036m/25111004.jpg
425209067,Laurell K. Hamilton,1997,The Killing Dance (Anita Blake, Vampire Hunter, #6),4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
373210515,Julie Kagawa,2012,The Immortal Rules,4.1,https://images.gr-assets.com/books/1323357921m/10215349.jpg
1622660757,Jennifer L. Armentrout,2013,Origin,4.44,https://images.gr-assets.com/books/1398100888m/13644052.jpg
983157200,Jennifer L. Armentrout,2011,Half-Blood,4.16,https://images.gr-assets.com/books/1311865840m/9680718.jpg
62072064,Veronica Rossi,2013,Through the Ever Night,4.17,https://images.gr-assets.com/books/1340892848m/13253276.jpg
316002860,James Patterson,2008,The Final Warning,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
689867042,Holly Black,2002,Tithe: A Modern Faerie Tale,3.73,https://images.gr-assets.com/books/1342120818m/46777.jpg
61140988,L.J. Smith,2007,The Fury and Dark Reunion,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
62085611,Wendy Higgins,2012,Sweet Evil,4.13,https://images.gr-assets.com/books/1337613719m/11808950.jpg
1416928170,James Howe, Deborah Howe, Alan Daniel,1979,Bunnicula: A Rabbit-Tale of Mystery,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1423128206,Ally Carter,2010,Only the Good Spy Young,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1402262272,Miranda Kenneally,2011,Catching Jordan,3.85,https://images.gr-assets.com/books/1327875803m/9888775.jpg
394805755,Jean de Brunhoff, Merle S. Haas,1931,Histoire de Babar, le petit éléphant,4.07,https://images.gr-assets.com/books/1353333493m/356321.jpg
142401765,Sarah Dessen,1999,Keeping the Moon,3.86,https://images.gr-assets.com/books/1359205648m/104378.jpg
689859368,Holly Black, Tony DiTerlizzi,2003,The Field Guide,3.85,https://images.gr-assets.com/books/1358701476m/444304.jpg
425267040,Maya Banks,2013,Rush,3.97,https://images.gr-assets.com/books/1359943771m/16033902.jpg
1599903385,Carrie Jones,2008,Need,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
312590970,Alyson Noel,2010,Dark Flame,3.73,https://images.gr-assets.com/books/1362336376m/7198988.jpg
62248162,Kiera Cass,2013,The Prince,3.93,https://images.gr-assets.com/books/1354127071m/15820748.jpg
374384681,Marie Rutkoski,2014,The Winner's Curse,4.03,https://images.gr-assets.com/books/1377023523m/16069030.jpg
991686004,K.A. Tucker,2012,Ten Tiny Breaths,4.16,https://images.gr-assets.com/books/1368808763m/15990969.jpg
312984839,Sherrilyn Kenyon,2003,Dance with the Devil,4.39,https://images.gr-assets.com/books/1388703603m/84145.jpg
515134457,Laurell K. Hamilton,1998,Blue Moon (Anita Blake, Vampire Hunter, #8),4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
515134473,Laurell K. Hamilton,1998,Burnt Offerings (Anita Blake, Vampire Hunter, #7),4.07,https://images.gr-assets.com/books/1289528358m/30242.jpg
60885424,Laura Ingalls Wilder, Garth Williams,1940,The Long Winter (Little House, #6),4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
